public_private,pct_top10,fulltime_undergrad,parttime_undergrad,tuition_out_state,room_board_cost,additional_fees,book_cost,personal_spending,pct_faculty_phd,student_faculty_ratio,pct_alumni_donate,instructional_expenditure,graduation_rate,acceptance_rate,yield_rate
2,20.0,1506.0,970.0,8025.0,4865.0,605.0,400.0,650.0,65.0,17.4,10.0,6339.0,68.0,0.7530774800868936,0.3596153846153846
1,50.0,18906.0,3242.0,6680.0,4060.0,265.0,600.0,1020.0,80.0,23.1,15.0,7250.0,58.0,0.7452579177752983,0.3481515605205574
2,16.0,1556.0,517.0,9600.0,4380.0,480.0,700.0,1400.0,61.0,12.1,20.0,7679.0,60.0,0.75,0.30257936507936506
2,21.0,1250.0,200.0,13900.0,5600.0,300.0,400.0,1100.0,69.0,19.0,8.0,12614.0,65.0,0.739938080495356,0.3294979079497908
2,21.0,1893.0,1220.0,8550.0,4740.0,250.0,720.0,4029.0,90.0,20.4,18.0,12523.0,23.0,0.751219512195122,0.33376623376623377
2,31.0,1668.0,1052.0,16425.0,5220.0,470.0,955.0,750.0,81.0,13.3,23.0,11561.0,90.0,0.6477208778840743,0.3318853171155517
2,21.0,3400.0,3731.0,9150.0,4650.0,826.0,525.0,800.0,47.0,72.4,2.0,3379.0,60.0,0.6898989898989899,0.29428989751098095
2,37.0,1964.0,81.0,12315.0,4565.0,555.0,600.0,1365.0,85.0,12.5,24.0,10307.0,73.0,0.7880539499036608,0.39853300733496333
1,54.0,24470.0,3286.0,7090.0,4180.0,265.0,630.0,1530.0,88.0,13.4,20.0,14737.0,66.0,0.7100040176777822,0.410027161611589
2,42.0,7760.0,876.0,16500.0,6526.0,180.0,630.0,1985.0,82.0,5.9,17.0,17500.0,59.0,0.7562482448750351,0.30505012996658004
1,29.0,14770.0,10962.0,6760.0,3776.0,265.0,500.0,2180.0,84.0,17.0,7.0,11020.0,47.0,0.6161549611279483,0.40119760479041916
2,21.0,1812.0,374.0,11690.0,4564.0,640.0,700.0,1000.0,71.0,13.9,19.0,8716.0,60.0,0.7104477611940299,0.27310924369747897
2,5.0,327.0,110.0,5590.0,2900.0,265.0,650.0,1952.0,53.0,15.1,4.0,4839.0,90.0,0.5107142857142857,0.5524475524475524
1,25.0,12330.0,7152.0,6618.0,4234.0,95.0,700.0,1600.0,80.0,22.2,9.0,6742.0,46.0,0.42356140853134844,0.6481919567421426
1,20.0,3754.0,2477.0,6172.0,3994.0,265.0,541.0,1387.0,83.0,23.4,12.0,8488.0,53.0,0.8048780487804879,0.3763955342902711
2,18.0,1345.0,44.0,5120.0,3200.0,265.0,500.0,2140.0,52.0,18.1,9.0,3930.0,69.0,0.5045936395759717,0.4733893557422969
2,21.0,397.0,62.0,6200.0,3270.0,380.0,320.0,1248.0,53.0,14.4,11.0,7774.0,42.0,0.7,0.4785714285714286
2,21.0,1432.0,334.0,7900.0,3400.0,265.0,500.0,500.0,71.0,19.0,19.0,6014.0,38.0,0.8573388203017832,0.5584
1,42.0,10208.0,9310.0,6597.0,2494.0,80.0,800.0,3028.0,81.0,13.9,20.0,6722.0,66.0,0.6288566243194192,0.5151515151515151
1,44.0,3876.0,3588.0,6634.0,4360.0,265.0,600.0,2604.0,82.0,17.8,14.0,6104.0,47.0,0.6961111111111111,0.44692737430167595
2,60.0,510.0,63.0,12960.0,5450.0,135.0,450.0,875.0,92.0,7.7,37.0,19016.0,59.0,0.8369304556354916,0.39255014326647564
1,10.0,2035.0,321.0,4535.0,2754.0,390.0,675.0,763.0,65.0,17.0,19.0,6238.0,62.0,0.7508555783709788,0.528714676390155
1,21.0,2796.0,2391.0,5604.0,4192.0,265.0,450.0,950.0,45.0,10.5,19.0,5667.0,88.0,0.8394327538883806,0.688283378746594
2,21.0,2844.0,88.0,7908.0,4238.0,200.0,600.0,1500.0,63.0,14.9,19.0,9345.0,53.0,0.5546423811639272,0.31637965558670406
1,21.0,2902.0,1825.0,4266.0,4030.0,210.0,495.0,1950.0,65.0,18.9,10.0,5513.0,38.0,0.7975206611570248,0.7512953367875648
2,37.0,1620.0,49.0,8050.0,3940.0,265.0,350.0,2375.0,80.0,16.3,17.0,10511.0,63.0,0.6571582346609257,0.3931203931203931
2,12.0,917.0,479.0,9592.0,5879.0,265.0,500.0,700.0,71.0,13.7,12.0,5935.0,49.0,0.7465940054495913,0.5766423357664233
2,10.0,1320.0,822.0,4371.0,2370.0,130.0,500.0,2000.0,62.0,12.6,10.0,4900.0,18.0,0.8551532033426184,0.9788273615635179
1,21.0,2873.0,1736.0,2763.0,3375.0,219.0,800.0,300.0,61.0,16.5,9.0,5332.0,32.0,0.7789317507418397,0.7371428571428571
2,76.0,5544.0,192.0,17600.0,6000.0,230.0,600.0,870.0,97.0,5.0,28.0,28457.0,96.0,0.4900070538443452,0.2965451055662188
1,21.0,1903.0,221.0,2682.0,2370.0,385.0,500.0,1248.0,59.0,13.9,19.0,7723.5,39.0,0.7045889101338432,0.44029850746268656
1,89.0,8528.0,654.0,6489.0,4438.0,444.0,795.0,1164.0,92.0,19.3,33.0,11271.0,70.0,0.5776445068265919,0.5027612105146897
1,21.0,2229.0,1283.0,4023.0,3219.0,207.0,465.0,1600.0,52.0,17.3,20.0,6208.0,36.0,0.7714723926380368,0.5904572564612326
1,21.0,11404.0,1007.0,4571.0,2987.0,265.0,450.0,1248.0,60.0,19.7,15.0,4830.0,46.0,0.6465188364329996,0.5594689286372856
1,21.0,1703.0,473.0,4158.0,2415.0,265.0,500.0,1248.0,50.0,18.1,19.0,7091.0,26.0,0.8325581395348837,0.46089385474860334
1,9.0,7732.0,9054.0,6744.0,2655.0,246.0,720.0,3450.0,87.0,19.0,10.0,7762.0,34.0,0.617189559715265,0.5288338316958565
1,21.0,5438.0,5556.0,2844.0,4030.0,183.0,450.0,1835.0,62.0,19.8,10.0,4907.0,21.0,0.7593671940049959,0.6365131578947368
2,15.0,600.0,363.0,6987.0,3585.0,285.0,750.0,1500.0,77.0,12.5,12.0,9067.0,75.0,0.7334558823529411,0.44360902255639095
2,37.0,2943.0,1260.0,11985.0,4081.0,265.0,400.0,1500.0,93.0,9.2,15.0,8995.0,91.0,0.7296587926509186,0.3381294964028777
2,41.0,2852.0,153.0,7050.0,5490.0,1420.0,250.0,600.0,71.0,17.8,10.0,8122.0,83.0,0.4525350593311758,0.4302741358760429
2,21.0,1752.0,125.0,6770.0,4438.0,966.0,600.0,650.0,49.0,15.7,19.0,7723.5,21.0,0.23411893241766818,0.39666666666666667
1,21.0,2023.0,316.0,4145.0,2445.0,294.0,180.0,1248.0,60.0,17.5,19.0,7723.5,53.0,0.6681141439205955,0.7195914577530177
2,56.0,769.0,377.0,12900.0,4340.0,60.0,600.0,4110.0,91.0,13.1,27.0,8568.0,67.0,0.8194444444444444,0.28659476117103233
2,21.0,589.0,97.0,5460.0,2814.0,300.0,500.0,1505.0,48.0,10.9,19.0,8967.0,27.0,0.481089258698941,0.35377358490566035
2,20.0,641.0,63.0,5640.0,3620.0,265.0,600.0,750.0,89.0,13.2,17.0,7309.0,31.0,0.8476621417797888,0.22597864768683273
1,12.0,2726.0,472.0,3200.0,2145.0,265.0,500.0,1248.0,60.0,19.0,19.0,5847.0,48.0,0.8507638072855465,0.5013812154696132
2,23.0,1115.0,111.0,7210.0,3600.0,110.0,500.0,2000.0,62.0,13.2,18.0,7356.0,58.0,0.8240740740740741,0.3707865168539326
2,47.0,1971.0,107.0,7000.0,5565.0,1222.0,660.0,2400.0,73.0,12.5,18.0,9988.0,65.0,0.3331537840021546,0.3581244947453517
2,18.0,781.0,82.0,6072.0,3636.0,265.0,400.0,3036.0,48.0,16.8,28.0,6015.0,54.0,0.7452380952380953,0.16613418530351437
1,43.0,19553.0,2748.0,5697.0,3600.0,453.0,525.0,1755.0,88.0,14.7,22.0,7881.0,63.0,0.7015151515151515,0.42180154999364755
1,21.0,5982.0,1418.0,4617.0,2940.0,265.0,600.0,1200.0,67.0,20.0,8.0,5374.0,45.0,0.8837778987479586,0.48845087773329227
2,38.0,382.0,46.0,11500.0,4500.0,460.0,515.0,1374.0,68.0,7.6,20.0,11605.0,52.0,0.940983606557377,0.3797909407665505
1,21.0,4538.0,1179.0,4650.0,2973.0,378.0,490.0,1200.0,59.0,19.2,10.0,5687.0,40.0,0.7099236641221374,0.511136712749616
1,21.0,3467.0,1167.0,4457.0,2739.0,312.0,450.0,500.0,70.0,21.4,7.0,4706.0,52.0,0.9571734475374732,0.46364653243847875
2,21.0,468.0,31.0,9700.0,3744.0,150.0,470.0,1120.0,73.0,19.0,19.0,8614.0,56.0,0.7788697788697788,0.5709779179810726
2,20.0,1897.0,208.0,8325.0,5000.0,450.0,1200.0,1600.0,14.0,16.1,26.0,6874.0,55.0,0.6203787195671776,0.561046511627907
2,21.0,766.0,1154.0,10600.0,5490.0,265.0,700.0,800.0,63.0,14.1,19.0,5073.0,60.0,0.8792270531400966,0.18864468864468864
2,21.0,2008.0,23.0,1780.0,3360.0,265.0,500.0,1248.0,64.0,16.8,19.0,7723.5,60.0,0.5134874759152216,0.8030018761726079
1,36.0,11028.0,2411.0,4460.0,3038.0,97.0,687.0,1281.0,85.0,11.8,6.0,12833.0,54.0,0.7270949720670391,0.6250480215136381
2,21.0,4312.0,2302.0,6300.0,6500.0,200.0,500.0,1248.0,59.0,23.3,13.0,5301.0,60.0,0.7712096332785988,0.829666430092264
1,20.0,2082.0,871.0,2920.0,4270.0,50.0,714.0,1277.0,72.0,15.8,19.0,11460.0,31.0,0.5196797865243495,0.6418485237483954
2,16.0,738.0,430.0,10260.0,3597.0,150.0,600.0,1500.0,39.0,13.1,26.0,8355.0,58.0,0.8954081632653061,0.4415954415954416
2,32.0,1928.0,442.0,13306.0,3797.0,265.0,450.0,950.0,62.0,8.8,10.0,6333.0,78.0,0.8,0.41424418604651164
2,31.0,1355.0,40.0,10938.0,3660.0,141.0,650.0,600.0,76.0,13.5,29.0,8444.0,67.0,0.8674980514419329,0.36028751123090746
2,14.0,604.0,350.0,10740.0,3676.0,225.0,350.0,900.0,67.0,11.0,27.0,7963.0,74.0,0.7391304347826086,0.49117647058823527
2,29.0,1127.0,205.0,13925.0,4390.0,125.0,500.0,2200.0,73.0,12.7,32.0,10141.0,67.0,0.7375745526838966,0.3706199460916442
2,33.0,1140.0,10.0,15248.0,4323.0,125.0,550.0,800.0,71.0,12.2,31.0,10340.0,64.0,0.864109232769831,0.28818660647103084
2,25.0,1048.0,56.0,9800.0,2650.0,60.0,450.0,2800.0,61.0,12.5,17.0,7325.0,87.0,0.9304635761589404,0.5836298932384342
2,34.0,3322.0,726.0,13420.0,4770.0,265.0,560.0,1675.0,88.0,15.0,24.0,9473.0,77.0,0.9192568774562344,0.3260785075787019
2,14.0,996.0,2281.0,9100.0,3100.0,100.0,550.0,880.0,51.0,23.6,24.0,5609.0,47.0,0.745945945945946,0.5845410628019324
2,11.0,1098.0,380.0,9820.0,3360.0,50.0,570.0,2800.0,32.0,12.6,19.0,6687.0,32.0,0.9551401869158879,0.45596868884540115
2,56.0,1333.0,30.0,15688.0,4618.0,374.0,400.0,400.0,88.0,9.5,54.0,18979.0,83.0,0.6812162824914174,0.31101511879049676
1,26.0,18676.0,1715.0,7550.0,3224.0,162.0,640.0,2055.0,81.0,19.2,22.0,8420.0,65.0,0.8809778094220957,0.46349676724137934
2,11.0,563.0,427.0,9850.0,3400.0,265.0,500.0,1248.0,45.0,17.2,19.0,7349.0,60.0,0.6568848758465011,0.436426116838488
2,20.0,1663.0,170.0,11200.0,4000.0,265.0,500.0,1200.0,61.0,14.2,24.0,7578.0,70.0,0.7818403412553321,0.4107560405300078
2,38.0,2269.0,85.0,13240.0,3560.0,265.0,600.0,400.0,73.0,13.8,38.0,8949.0,77.0,0.8986442866365397,0.42169540229885055
2,21.0,663.0,340.0,9980.0,3640.0,210.0,500.0,2980.0,44.0,12.3,10.0,7791.0,69.0,0.7408536585365854,0.38271604938271603
2,16.0,950.0,228.0,10520.0,3678.0,181.0,500.0,1000.0,48.0,13.0,32.0,8111.0,56.0,0.909556313993174,0.44840525328330205
2,20.0,806.0,542.0,10500.0,3555.0,100.0,500.0,2285.0,44.0,11.3,30.0,6695.0,64.0,0.8614130434782609,0.501577287066246
2,16.0,364.0,88.0,9900.0,3650.0,80.0,500.0,1200.0,32.0,13.6,43.0,6525.0,21.0,0.8738461538461538,0.3345070422535211
2,22.0,1040.0,52.0,9900.0,3075.0,265.0,300.0,1800.0,68.0,14.9,34.0,6357.0,68.0,0.9430232558139535,0.45129469790382243
2,27.0,1116.0,602.0,11250.0,4980.0,155.0,550.0,1400.0,66.0,15.8,36.0,7411.0,70.0,0.8582677165354331,0.3440366972477064
2,12.0,1345.0,390.0,10450.0,4020.0,10.0,500.0,1500.0,56.0,14.1,16.0,7444.0,70.0,0.8004459308807135,0.38440111420612816
1,18.0,10135.0,1448.0,6197.0,2930.0,164.0,595.0,2380.0,78.0,16.3,26.0,6333.0,77.0,0.815395752895753,0.5483870967741935
2,11.0,662.0,131.0,10430.0,3620.0,100.0,400.0,1500.0,85.0,16.5,18.0,8767.0,45.0,0.96875,0.24551971326164876
1,23.0,15412.0,2878.0,8149.0,3423.0,164.0,640.0,2426.0,71.0,13.1,37.0,12194.0,62.0,0.8700130095403296,0.4064797507788162
2,10.0,1481.0,1160.0,8840.0,3060.0,265.0,500.0,1000.0,69.0,17.4,19.0,3733.0,78.0,0.6817496229260935,0.4247787610619469
2,34.0,1295.0,105.0,11600.0,3610.0,120.0,400.0,850.0,66.0,12.4,37.0,7735.0,67.0,0.8724614134849715,0.32122905027932963
2,10.0,611.0,146.0,9980.0,3640.0,280.0,600.0,2240.0,46.0,12.0,19.0,7723.5,51.0,0.6784922394678492,0.4019607843137255
2,10.0,630.0,107.0,10000.0,3110.0,290.0,495.0,800.0,35.0,13.3,19.0,7057.0,40.0,0.901840490797546,0.47619047619047616
1,21.0,7948.0,5040.0,2093.0,3069.0,938.0,600.0,2632.0,59.0,17.0,8.0,5705.0,25.0,0.851063829787234,0.612987012987013
2,38.0,678.0,41.0,13500.0,3335.0,322.0,500.0,675.0,67.0,9.4,11.0,9727.0,55.0,0.8160136286201022,0.3298538622129436
1,21.0,6547.0,2464.0,4500.0,2980.0,1500.0,500.0,1575.0,67.0,16.5,7.0,6266.0,33.0,0.8179989944695827,0.6988322065150584
1,21.0,1970.0,1256.0,5120.0,3190.0,265.0,908.0,1721.0,60.0,12.1,19.0,6997.0,44.0,0.5504495504495505,0.7767695099818511
2,29.0,1115.0,60.0,9840.0,2820.0,339.0,450.0,822.0,59.0,14.8,20.0,6261.0,58.0,0.8344155844155844,0.7490272373540856
1,24.0,7242.0,1431.0,5962.0,3540.0,265.0,832.0,1248.0,82.0,13.5,18.0,8805.0,45.0,0.8933929141398022,0.47767059664165773
2,36.0,1950.0,38.0,13353.0,4173.0,93.0,540.0,821.0,78.0,12.7,40.0,9220.0,71.0,0.8823842469398616,0.2997587454764777
2,21.0,815.0,801.0,10250.0,3850.0,70.0,550.0,1248.0,71.0,9.1,19.0,8358.0,56.0,0.9041353383458647,0.26403326403326405
2,15.0,453.0,266.0,9690.0,4300.0,140.0,500.0,500.0,57.0,9.7,35.0,9337.0,71.0,0.735632183908046,0.578125
2,25.0,421.0,27.0,6500.0,2700.0,265.0,500.0,1000.0,76.0,14.3,53.0,8377.0,51.0,0.672,0.4642857142857143
2,30.0,4531.0,643.0,10870.0,4440.0,80.0,2000.0,1522.0,75.0,14.4,21.0,7671.0,85.0,0.9062914786302098,0.3107791446983011
2,30.0,781.0,240.0,9810.0,4160.0,180.0,400.0,1248.0,52.0,17.5,18.0,9729.0,80.0,0.7227488151658767,0.5245901639344263
2,21.0,4852.0,1991.0,7310.0,4350.0,80.0,500.0,1612.0,18.0,13.4,19.0,5682.0,41.0,0.8929309632079372,0.5171296296296296
2,22.0,1168.0,145.0,9216.0,4191.0,80.0,400.0,1000.0,56.0,12.1,13.0,7309.0,75.0,0.7632575757575758,0.46153846153846156
2,30.0,6069.0,3719.0,11214.0,4932.0,30.0,600.0,1248.0,69.0,16.1,25.0,8322.0,63.0,0.7374870197300104,0.3455364686003943
1,12.0,9161.0,845.0,5710.0,3066.0,782.0,120.0,1730.0,62.0,16.2,5.0,5682.0,76.0,0.7598713596569591,0.36797554667293675
2,36.0,484.0,16.0,10955.0,3450.0,150.0,330.0,670.0,62.0,10.6,31.0,9552.0,53.0,0.8107142857142857,0.2488986784140969
2,20.0,771.0,53.0,10310.0,4530.0,265.0,400.0,800.0,57.0,14.3,16.0,8222.0,60.0,0.7588235294117647,0.5012919896640827
2,28.0,909.0,28.0,8050.0,3850.0,265.0,600.0,1000.0,75.0,15.6,30.0,7348.0,52.0,0.8803131991051454,0.33290978398983484
2,42.0,1911.0,626.0,14550.0,4620.0,40.0,500.0,700.0,80.0,12.3,26.0,12851.0,56.0,0.7744874715261959,0.3514705882352941
1,10.0,15701.0,1823.0,7799.0,3403.0,815.0,537.0,2605.0,77.0,21.0,16.0,5569.0,54.0,0.7712245133049188,0.35967139656460045
1,14.0,4056.0,3433.0,5706.0,4030.0,236.0,552.0,2178.0,78.0,15.1,19.0,6453.0,21.0,0.7224352828379674,0.41871267418712677
1,12.0,4543.0,2694.0,5544.0,4030.0,350.0,650.0,2400.0,47.0,15.6,19.0,6195.0,18.0,0.4838164931044188,0.45200698080279234
2,55.0,1818.0,23.0,14360.0,4090.0,125.0,400.0,650.0,77.0,12.9,34.0,9605.0,83.0,0.44,0.3509687034277198
2,10.0,552.0,67.0,9414.0,4554.0,400.0,500.0,1700.0,34.0,10.6,30.0,7840.0,56.0,0.7284345047923323,0.6008771929824561
2,15.0,338.0,33.0,6900.0,4851.0,165.0,800.0,1500.0,24.0,15.9,19.0,8812.0,80.0,1.0,0.8066666666666666
2,48.0,967.0,24.0,15747.0,4062.0,186.0,400.0,800.0,88.0,12.7,33.0,13224.0,79.0,0.8125,0.3384615384615385
2,31.0,968.0,20.0,16880.0,3970.0,230.0,920.0,1320.0,91.0,10.7,19.0,15687.0,77.0,0.651685393258427,0.42476489028213166
2,12.0,2192.0,1423.0,10560.0,4520.0,265.0,500.0,1200.0,36.0,14.3,10.0,7701.0,61.0,0.9098786828422877,0.3761904761904762
2,25.0,5244.0,3417.0,11500.0,5330.0,350.0,700.0,2000.0,94.0,6.2,15.0,13009.0,65.0,0.8267672534227438,0.29334234538695503
2,12.0,628.0,63.0,9620.0,3750.0,265.0,550.0,950.0,49.0,10.8,33.0,10642.0,59.0,0.754054054054054,0.3172043010752688
2,16.0,836.0,684.0,7680.0,3740.0,135.0,500.0,800.0,70.0,17.7,21.0,6652.0,52.0,0.5538922155688623,0.21441441441441442
2,29.0,1788.0,95.0,11910.0,4378.0,91.0,450.0,965.0,60.0,11.4,25.0,8149.0,75.0,0.8732686980609419,0.36161776367961934
2,28.0,671.0,11.0,13000.0,4100.0,200.0,400.0,460.0,91.0,11.6,43.0,11087.0,56.0,0.8369384359400999,0.40556660039761433
2,23.0,2508.0,505.0,9090.0,4500.0,265.0,650.0,500.0,62.0,18.3,2.0,7905.0,71.0,0.6764132553606238,0.8040345821325648
2,30.0,1310.0,766.0,11718.0,7398.0,120.0,450.0,1800.0,73.0,16.4,33.0,8871.0,76.0,0.7843833185448092,0.34841628959276016
2,19.0,879.0,156.0,12580.0,4345.0,265.0,400.0,970.0,76.0,13.1,24.0,10889.0,74.0,0.7763440860215054,0.48753462603878117
1,12.0,14826.0,1979.0,7799.0,3296.0,950.0,470.0,1750.0,73.0,17.3,11.0,6086.0,56.0,0.6742947879693629,0.33204044881562544
2,85.0,7450.0,45.0,16404.0,5520.0,265.0,759.0,1585.0,96.0,6.8,25.0,26385.0,92.0,0.4231426478964928,0.3657692307692308
2,21.0,1503.0,293.0,7700.0,4140.0,136.0,500.0,1248.0,39.0,14.6,19.0,7723.5,54.0,0.943952802359882,0.60625
2,13.0,570.0,22.0,12816.0,5344.0,210.0,1125.0,2000.0,71.0,9.6,23.0,16506.0,90.0,0.8731707317073171,0.7206703910614525
2,22.0,1070.0,72.0,10100.0,4140.0,210.0,450.0,1080.0,69.0,16.3,32.0,6880.0,80.0,0.6897560975609756,0.4200848656294201
2,15.0,907.0,364.0,12305.0,4066.0,265.0,800.0,1940.0,57.0,12.3,33.0,8695.0,60.0,0.8544839255499154,0.38811881188118813
2,13.0,1700.0,2902.0,8580.0,5100.0,80.0,600.0,1248.0,75.0,12.2,13.0,8995.0,77.0,0.8696682464454977,0.5940054495912807
2,28.0,624.0,269.0,10950.0,4600.0,95.0,550.0,950.0,79.0,12.9,30.0,9264.0,81.0,0.7396313364055299,0.4392523364485981
1,21.0,16961.0,2499.0,6953.0,3256.0,864.0,600.0,2608.0,71.0,14.9,6.0,9158.0,44.0,0.7452380952380953,1.9698767685988132
1,13.0,6063.0,2550.0,5472.0,3598.0,488.0,221.0,2216.0,76.0,16.5,8.0,7498.0,43.0,0.8641732283464567,0.45284738041002276
2,22.0,1222.0,519.0,10500.0,4348.0,150.0,650.0,1500.0,81.0,11.6,29.0,8324.0,75.0,0.9192751235584844,0.482078853046595
2,15.0,1670.0,726.0,10860.0,4624.0,110.0,600.0,794.0,87.0,13.7,15.0,8953.0,55.0,0.824203821656051,0.4559505409582689
2,39.0,834.0,50.0,9600.0,4110.0,75.0,600.0,1300.0,54.0,21.9,19.0,5252.0,28.0,0.6340482573726541,0.6701902748414377
2,68.0,3340.0,39.0,18930.0,6380.0,486.0,500.0,1254.0,99.0,5.3,36.0,36854.0,90.0,0.47243226212980466,0.30743581193731245
1,52.0,25422.0,911.0,7560.0,4574.0,920.0,500.0,1982.0,87.0,17.4,13.0,8559.0,81.0,0.7799718856683847,0.48961551664950226
1,22.0,13518.0,2916.0,7230.0,5088.0,1108.0,630.0,3228.0,82.0,10.0,6.0,13883.0,34.0,0.6830868320610687,0.47319713637157323
1,6.0,9015.0,1449.0,5706.0,3193.0,705.0,600.0,1993.0,77.0,17.2,19.0,6566.0,55.0,0.7744569403789863,0.3109210264571315
2,56.0,2200.0,56.0,11480.0,4200.0,265.0,530.0,1400.0,81.0,12.7,40.0,11916.0,85.0,0.6424581005586593,0.5956521739130435
2,19.0,1819.0,281.0,10100.0,3520.0,200.0,550.0,1100.0,48.0,12.1,14.0,7994.0,59.0,0.7467105263157895,0.4658590308370044
1,38.0,16148.0,2207.0,7244.0,3608.0,265.0,500.0,1500.0,69.0,17.7,25.0,7449.0,51.0,0.8449951928212798,0.4865992414664981
2,15.0,733.0,402.0,9300.0,3000.0,265.0,500.0,1248.0,51.0,14.6,38.0,6392.0,60.0,0.8383838383838383,0.6433734939759036
2,40.0,2607.0,148.0,13130.0,4650.0,65.0,500.0,1600.0,77.0,10.9,29.0,9511.0,83.0,0.8624047417442845,0.3436426116838488
2,50.0,1983.0,36.0,14300.0,5020.0,200.0,550.0,950.0,78.0,11.1,31.0,11525.0,82.0,0.8304914744232698,0.29891304347826086
2,35.0,1028.0,13.0,15036.0,4056.0,273.0,600.0,600.0,90.0,10.6,46.0,14634.0,78.0,0.7407952871870398,0.27236580516898606
2,35.0,2551.0,407.0,11800.0,4340.0,200.0,700.0,960.0,60.0,15.8,26.0,7780.0,77.0,0.7757633587786259,0.4268142681426814
2,29.0,840.0,68.0,10390.0,4040.0,110.0,525.0,1345.0,54.0,12.5,37.0,11751.0,60.0,0.7860696517412935,0.44462025316455694
2,26.0,910.0,166.0,9420.0,3730.0,265.0,600.0,1230.0,51.0,9.9,46.0,10270.0,72.0,0.9,0.5580808080808081
2,18.0,618.0,113.0,8958.0,3670.0,265.0,300.0,1000.0,53.0,15.3,26.0,9798.0,64.0,0.781021897810219,0.3901869158878505
2,33.0,1024.0,15.0,8200.0,3485.0,350.0,500.0,1200.0,84.0,10.6,26.0,9248.0,64.0,0.8320079522862823,0.37873357228195936
2,20.0,488.0,43.0,9950.0,3920.0,250.0,300.0,1300.0,76.0,11.8,25.0,9466.0,47.0,0.9555555555555556,0.29069767441860467
2,26.0,1417.0,1646.0,11120.0,4080.0,30.0,525.0,1405.0,55.0,11.1,23.0,6735.0,69.0,0.8581035642232683,0.30407523510971785
2,7.0,477.0,602.0,8120.0,3790.0,265.0,500.0,1248.0,40.0,15.4,15.0,6111.0,60.0,0.7699619771863118,0.20617283950617285
1,8.0,4283.0,2973.0,4973.0,3192.0,20.0,500.0,1425.0,56.0,22.0,21.0,4078.0,38.0,0.8965952080706179,0.6057196436943273
1,25.0,24763.0,2717.0,9766.0,3990.0,389.0,600.0,2000.0,77.0,21.3,24.0,8686.0,68.0,0.7983963344788088,0.4434795741146266
1,6.0,988.0,1356.0,6140.0,4030.0,116.0,570.0,1248.0,52.0,13.8,29.0,5153.0,24.0,1.0,0.7567567567567568
1,7.0,4981.0,5917.0,5170.0,4030.0,91.0,500.0,2000.0,67.0,16.0,19.0,4843.0,41.0,0.9358766233766234,0.7432784041630529
1,5.0,9216.0,11176.0,8490.0,4030.0,212.0,600.0,2200.0,69.0,10.4,39.0,12803.0,25.0,0.7894168466522679,0.6295485636114911
1,4.0,1139.0,2070.0,6140.0,4030.0,90.0,660.0,1248.0,60.0,14.7,31.0,6303.0,23.0,0.98014440433213,0.6657458563535912
1,5.0,2699.0,2611.0,6140.0,4030.0,96.0,500.0,1248.0,56.0,18.2,5.0,4635.0,33.0,0.789440203562341,0.7308622078968574
1,10.0,2761.0,3341.0,6594.0,4030.0,146.0,600.0,1248.0,69.0,14.4,17.0,5378.0,33.0,0.8333333333333334,0.784
1,21.0,2728.0,2660.0,6140.0,4030.0,73.0,500.0,1248.0,76.0,16.7,22.0,4546.0,33.0,0.9928853754940712,0.7253184713375797
2,23.0,909.0,51.0,10440.0,3850.0,350.0,525.0,1450.0,63.0,11.8,20.0,7940.0,64.0,0.798804780876494,0.29800498753117205
2,15.0,923.0,427.0,9990.0,3822.0,164.0,450.0,1540.0,38.0,10.4,19.0,7799.0,61.0,0.7038961038961039,0.43911439114391143
2,20.0,2448.0,707.0,9210.0,3782.0,265.0,700.0,1000.0,49.0,39.8,15.0,6562.0,34.0,0.5755102040816327,0.8652482269503546
2,18.0,695.0,193.0,7260.0,2984.0,186.0,740.0,900.0,41.0,11.5,19.0,5514.0,62.0,0.9393939393939394,0.5913978494623656
1,29.0,26213.0,4065.0,9556.0,3990.0,265.0,570.0,1060.0,86.0,18.2,15.0,8604.0,67.0,0.8596587782058338,0.31338028169014087
1,21.0,3831.0,4186.0,5521.0,4030.0,30.0,490.0,1248.0,71.0,14.3,19.0,7723.5,60.0,0.7452380952380953,0.40894568690095845
2,73.0,1320.0,472.0,13380.0,4206.0,120.0,600.0,600.0,91.0,13.6,42.0,13550.0,97.0,0.5542168674698795,0.20706521739130435
2,13.0,513.0,247.0,8670.0,3820.0,80.0,450.0,1000.0,43.0,12.5,4.0,7440.0,48.0,0.7793427230046949,0.5120481927710844
2,24.0,815.0,222.0,11200.0,4250.0,330.0,600.0,950.0,55.0,14.8,19.0,7360.0,67.0,0.7434782608695653,0.32894736842105265
2,13.0,470.0,627.0,3960.0,4030.0,25.0,500.0,1248.0,37.0,10.6,19.0,4119.0,60.0,0.9022222222222223,0.8669950738916257
2,23.0,341.0,768.0,10300.0,4130.0,400.0,500.0,1700.0,44.0,10.2,37.0,9678.0,75.0,0.8666666666666667,0.676923076923077
2,26.0,1433.0,27.0,12730.0,4514.0,901.0,500.0,1525.0,74.0,9.9,31.0,11165.0,98.0,0.8265765765765766,0.5354223433242506
2,30.0,118.0,472.0,6004.0,4226.0,76.0,400.0,2100.0,67.0,4.9,23.0,7723.5,60.0,0.6376811594202898,0.8181818181818182
